% function evaluation | noise-free fitness - Fopt (-1.025500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.462659081e+01 +4.462659081e+01 -5.792340919e+01 -5.792340919e+01 -4.7009e-01 -4.0636e+00 -4.9874e+00 +2.4712e+00 -3.2592e-01 -2.0053e+00 -2.8738e+00 +7.9662e-01 -3.6982e-01 -2.9416e+00 -1.7671e+00 +3.8369e-01 +2.7429e+00 +2.9961e+00 +3.2334e+00 -3.7247e+00 +9.0661e-01 -3.4704e+00 +1.3070e+00 -3.2678e+00
2 +2.932969484e+01 +2.932969484e+01 -7.322030516e+01 -7.322030516e+01 +3.3108e+00 -4.5582e+00 +2.0848e+00 +5.7187e-01 -1.7942e+00 +4.0289e+00 +2.1749e+00 +1.5676e+00 -1.3107e+00 +4.0894e-01 +1.9272e+00 -3.9012e+00 +1.3724e-01 -2.8111e+00 -6.3132e-01 -4.1989e+00 +1.2935e+00 +3.9185e+00 -3.4694e-01 +2.4751e+00
13 +2.272444265e+01 +2.272444265e+01 -7.982555735e+01 -7.982555735e+01 -3.3494e+00 -3.0879e+00 -7.3671e-01 -8.2130e-01 -2.8393e+00 -9.4821e-01 +2.4294e+00 +4.8574e-01 -1.5953e+00 -4.4833e+00 +2.3030e-01 -4.5029e+00 +1.5080e+00 -4.4160e-01 +1.5361e+00 -2.1161e+00 -9.8677e-01 -1.0981e+00 +1.3726e+00 +3.4266e-01
1030 +1.340013042e+01 +1.340013042e+01 -8.914986958e+01 -8.914986958e+01 +5.3987e+00 -6.2470e-01 +2.0392e+00 +1.4706e+00 -2.7951e+00 -3.6672e-01 -6.4213e-01 +5.9295e-01 +5.9190e-01 -1.7038e+00 -1.8163e+00 -2.1150e+00 +1.6415e+00 +2.3061e+00 +2.0311e+00 +2.9327e-01 -1.9725e+00 -1.5480e+00 +6.3712e-01 +8.5240e-01
3907 +9.947431672e+00 +9.947431672e+00 -9.260256833e+01 -9.260256833e+01 +1.4533e+00 +2.7737e-01 +1.2882e+00 -6.5814e-01 -1.9564e+00 +1.0356e+00 -1.7801e+00 +1.8306e+00 -7.1790e-01 -9.7721e-02 -2.7892e+00 -1.3267e+00 +5.7068e-01 +6.9203e-01 +1.0521e+00 -9.0975e-01 -1.9872e+00 +6.1253e-01 -1.3084e+00 +3.7025e+00
13665 +6.136166123e+00 +6.136166123e+00 -9.641383388e+01 -9.641383388e+01 +1.9189e+00 -1.0965e+00 +8.0894e-01 +9.2729e-01 -8.5737e-01 +1.6299e-01 -5.3963e-01 -4.5390e-01 -1.3054e+00 -4.3395e+00 -1.5957e+00 -8.5050e-01 +2.0289e+00 +5.7840e-01 -3.8984e-01 +2.7640e-01 +5.1302e-01 +1.0316e+00 -2.1035e+00 +2.1101e+00
% function evaluation | noise-free fitness - Fopt (7.169000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.779550657e+01 +6.779550657e+01 +1.394855066e+02 +1.394855066e+02 +4.3323e+00 -2.7080e+00 -2.5718e+00 +4.4471e-01 +5.9212e-01 +3.8034e+00 +4.3325e+00 +4.7915e+00 +3.7601e+00 +3.6260e+00 -2.2418e+00 +2.9970e+00 +1.4900e+00 +4.7454e+00 +1.5932e+00 -3.8932e+00 -4.4084e+00 -3.1442e+00 -4.3513e-01 -3.6153e+00
4 +5.198159277e+01 +5.198159277e+01 +1.236715928e+02 +1.236715928e+02 -2.4181e+00 -2.9467e+00 -3.5072e+00 +1.6393e+00 +1.6799e+00 -1.7472e-01 +2.4797e+00 -1.2212e+00 +3.2415e+00 +4.7956e+00 -3.5658e+00 +1.0670e+00 -4.4630e+00 -1.1515e+00 +1.5037e+00 +1.3240e-01 -1.8564e+00 -4.9184e+00 +7.7426e-01 +3.8781e+00
7 +3.049218450e+01 +3.049218450e+01 +1.021821845e+02 +1.021821845e+02 -2.5008e+00 -7.6270e-01 +2.2182e-01 +4.4020e+00 +3.0465e-01 -6.7065e-01 -2.4218e+00 +2.5991e+00 +1.1519e+00 +4.1708e+00 +1.9383e+00 +1.5374e+00 -2.7144e+00 -3.3747e-01 +1.1665e+00 -1.8369e+00 +4.0734e+00 -4.5723e+00 +2.8475e+00 -3.0645e+00
