% function evaluation | noise-free fitness - Fopt (-6.211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.804098363e+09 +7.804098363e+09 +7.804097741e+09 +7.804097741e+09 -1.9759e+00 +3.6355e+00 +1.7380e+00 +6.0106e-01 -4.3688e+00 +2.1492e+00 -3.9404e+00 -4.7685e+00 -4.3427e+00 +2.2157e+00 +2.7295e+00 -2.3955e+00 +2.2899e+00 +2.6512e+00 -3.7169e+00 +2.3864e+00 +3.0683e+00 -4.4613e+00 -4.7843e+00 +1.2076e-01
3 +2.933571582e+09 +2.933571582e+09 +2.933570961e+09 +2.933570961e+09 -2.9968e+00 +2.8894e+00 -1.8506e+00 +1.9895e+00 +2.0799e+00 -4.5284e+00 -4.1631e+00 -2.2877e+00 -3.8797e+00 +4.7663e+00 -4.8542e+00 +4.7393e+00 +4.8372e+00 +3.3090e-01 -3.2037e+00 -8.7249e-01 -2.8492e-01 +3.7761e+00 +3.2283e-02 +3.2668e+00
6 +2.508468822e+09 +2.508468822e+09 +2.508468201e+09 +2.508468201e+09 -4.4803e+00 +1.0736e+00 +1.8953e+00 +3.1369e+00 +8.2071e-01 +3.9433e+00 +1.8006e+00 +4.0909e+00 +4.5050e+00 +2.3504e+00 -3.6858e-02 -2.4376e+00 -4.6221e+00 +1.6148e+00 +8.9591e-01 -3.0518e+00 -5.2391e-01 -3.8670e+00 +2.3103e+00 +2.6216e+00
8 +5.698530922e+08 +5.698530922e+08 +5.698524711e+08 +5.698524711e+08 +3.8819e+00 +4.8978e+00 +3.0213e+00 -2.4780e-01 +5.2789e-01 +2.8903e+00 +3.7169e-01 +4.1475e+00 +3.8065e+00 -1.9668e+00 -3.1329e+00 +1.4969e+00 +4.6780e-01 -4.1101e-02 -3.9919e+00 -3.3538e+00 -4.6913e+00 -8.0188e-01 -1.8639e+00 -4.3057e+00
33 +3.629763100e+08 +3.629763100e+08 +3.629756889e+08 +3.629756889e+08 -1.1681e+00 +1.1617e+00 -4.4510e+00 +7.6156e-02 -4.1678e+00 -2.2509e+00 +1.0749e+00 +2.7916e+00 +4.2985e+00 +9.2782e-01 -1.2369e+00 -3.3696e+00 +3.7890e+00 -1.0395e+00 +1.4295e+00 +1.5540e+00 +1.7586e+00 +1.1146e+00 -2.8379e+00 -4.9623e+00
45 +1.645566685e+08 +1.645566685e+08 +1.645560474e+08 +1.645560474e+08 -3.1271e+00 +3.0228e+00 -7.6947e-01 -1.7597e+00 -7.9155e-01 -1.0240e+00 +7.8405e-01 -2.2392e+00 -7.1799e-01 +7.4389e-02 -4.1405e+00 -1.5105e+00 +2.5195e+00 +3.4830e+00 +3.4794e+00 -2.7676e+00 -6.9211e-01 -1.5217e+00 -8.8474e-01 -1.2717e+00
406 +1.517514410e+08 +1.517514410e+08 +1.517508199e+08 +1.517508199e+08 -1.5608e+00 +2.7918e+00 -1.3080e+00 -1.5082e+00 -1.2394e+00 -1.4253e+00 -2.0096e+00 -6.6693e-02 +1.8772e-01 -2.6406e+00 +1.9297e+00 +2.9279e+00 +3.4949e+00 +8.8998e-01 +5.6528e+00 -1.7913e+00 +7.6474e+00 -3.8327e-01 +1.7238e+00 -1.0738e+00
803 +9.051452731e+07 +9.051452731e+07 +9.051390620e+07 +9.051390620e+07 -4.1121e+00 +1.5717e+00 -3.1376e+00 -5.6564e+00 +5.9383e-01 -1.4524e+00 -4.0689e+00 +4.6007e+00 +9.7722e-01 +3.1983e-01 +1.3323e+00 +6.7439e+00 +3.5647e+00 +1.0211e+00 +4.6734e+00 -2.7477e+00 +2.2527e+00 -6.3164e-01 +8.4239e-01 -1.5567e+00
2018 +5.673987668e+07 +5.673987668e+07 +5.673925557e+07 +5.673925557e+07 -1.9350e+00 +2.9501e+00 -6.5998e-01 -7.6106e+00 -1.6282e-01 -8.8943e-01 +4.3791e-01 +6.4525e-01 +7.9288e-01 -1.4455e-01 +1.2355e+00 -9.1322e-01 +2.7361e+00 -1.0118e-01 +2.4561e+00 -5.8173e+00 +1.7233e+00 -7.3191e-01 -3.1434e-01 -2.0014e+00
2828 +2.860601939e+07 +2.860601939e+07 +2.860539828e+07 +2.860539828e+07 -2.1608e+00 +3.4522e+00 -7.1921e-01 -5.8703e+00 +1.0188e+00 -3.5912e+00 -1.0148e+00 -6.1855e-01 +3.1936e+00 +1.3808e+00 +3.6385e-01 +3.3257e+00 +2.2366e+00 +3.4610e+00 +5.9912e+00 -3.7514e+00 +3.0959e+00 +6.2313e-01 -2.2586e+00 -1.5949e-01
3116 +2.466811864e+07 +2.466811864e+07 +2.466749753e+07 +2.466749753e+07 -1.0347e+00 +2.8285e+00 +1.0300e-01 -3.6788e+00 +5.4929e-01 -1.6231e+00 +2.1167e+00 -1.2147e+00 +1.6925e+00 +9.2063e-01 +1.2761e+00 +4.9122e+00 +3.7151e+00 +4.0491e+00 +3.3779e+00 -2.6972e+00 +3.2721e+00 +1.6387e+00 +5.6625e-02 -9.0722e-01
