% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.349136292e+02 +1.349136292e+02 +2.143936292e+02 +2.143936292e+02 -1.6776e+00 +2.9333e+00 -4.6966e+00 -1.8777e+00 +4.3092e+00 +7.0913e-01 -4.1569e+00 -3.0340e+00 -3.8510e+00 -1.0257e+00
3 +5.986183153e+01 +5.986183153e+01 +1.393418315e+02 +1.393418315e+02 +1.2871e+00 -1.3757e+00 -2.9533e+00 -3.7242e-01 -3.6436e+00 -1.8217e-01 -4.1543e+00 +4.1567e+00 -2.3359e+00 +7.0279e-01
56 +3.790443201e+01 +3.790443201e+01 +1.173844320e+02 +1.173844320e+02 -2.9606e+00 -6.6743e-01 -2.8641e+00 +4.3311e+00 -2.1181e+00 +1.6370e+00 -3.7216e+00 -1.2365e+00 -1.5029e+00 -3.6611e+00
118 +2.075067131e+01 +2.075067131e+01 +1.002306713e+02 +1.002306713e+02 +3.7460e-01 -2.3844e+00 -3.0898e+00 -2.1000e-01 -1.8504e+00 +1.5723e+00 -6.1665e-01 +2.5265e+00 -2.1881e+00 -2.1850e+00
305 +1.559603644e+01 +1.559603644e+01 +9.507603644e+01 +9.507603644e+01 -1.3225e+00 -4.8508e-01 +6.9965e-01 +1.3665e+00 -2.5135e+00 -2.2788e+00 -1.1588e+00 -6.1398e-01 -2.4571e+00 -3.8331e+00
355 +9.119355998e+00 +9.119355998e+00 +8.859935600e+01 +8.859935600e+01 +5.0696e-02 -1.9870e+00 -1.6653e+00 +1.2321e+00 -4.2550e+00 -4.1684e-01 -1.6065e+00 -1.1650e-01 -2.1981e+00 -1.9461e+00
455 +4.911263222e+00 +4.911263222e+00 +8.439126322e+01 +8.439126322e+01 -2.0720e-01 -1.5835e+00 -5.3516e-01 +2.7037e+00 -3.9544e+00 +2.2273e-01 -4.6292e-01 -8.7023e-01 -2.6889e+00 -2.9951e+00
712 +3.902479046e+00 +3.902479046e+00 +8.338247905e+01 +8.338247905e+01 -3.4270e-01 +1.2045e-01 -7.6365e-01 +2.6541e+00 -1.9393e+00 +1.6106e-01 -5.4892e-01 +4.7796e-01 -1.1175e+00 -3.4669e+00
856 +2.501484057e+00 +2.501484057e+00 +8.198148406e+01 +8.198148406e+01 +7.2401e-01 -7.1614e-01 +6.8706e-02 +1.8632e+00 -3.4761e+00 -2.4217e-01 -5.6063e-01 +3.8109e-01 -1.3820e+00 -2.8909e+00
1117 +1.285029513e+00 +1.285029513e+00 +8.076502951e+01 +8.076502951e+01 +8.2372e-01 -1.2926e+00 -7.0271e-01 +1.9176e+00 -2.9973e+00 -1.3705e-01 -2.6294e-01 -1.9267e-01 -1.1564e+00 -2.6547e+00
1304 +8.661330761e-01 +8.661330761e-01 +8.034613308e+01 +8.034613308e+01 +6.1003e-01 -1.2714e+00 -5.4385e-01 +1.8468e+00 -3.0089e+00 +7.9009e-01 +6.1540e-02 -3.1123e-01 -2.1051e+00 -2.9114e+00
1496 +4.125096426e-01 +4.125096426e-01 +7.989250964e+01 +7.989250964e+01 +3.2842e-02 -1.2767e+00 -3.5128e-01 +1.8504e+00 -2.9130e+00 +1.7817e-01 -3.4636e-01 +1.2530e-01 -1.4937e+00 -3.1490e+00
1670 +3.635138476e-01 +3.635138476e-01 +7.984351385e+01 +7.984351385e+01 +4.1514e-01 -9.4267e-01 -5.2924e-01 +1.5891e+00 -2.9771e+00 +3.4647e-01 -2.2265e-01 +2.3546e-01 -1.7187e+00 -3.1611e+00
1851 +2.071939991e-01 +2.071939991e-01 +7.968719400e+01 +7.968719400e+01 +3.0898e-01 -9.2170e-01 -9.0264e-01 +1.8980e+00 -2.7916e+00 +4.5063e-01 +2.8051e-02 +1.2595e-01 -1.6101e+00 -3.3373e+00
1870 +1.550650475e-01 +1.550650475e-01 +7.963506505e+01 +7.963506505e+01 +6.0956e-02 -1.0502e+00 -6.5715e-01 +1.8740e+00 -2.7939e+00 +3.1659e-01 +3.3530e-02 +1.9907e-01 -1.8427e+00 -3.0817e+00
2337 +9.389115533e-02 +9.389115533e-02 +7.957389116e+01 +7.957389116e+01 +4.0631e-01 -1.2129e+00 -5.9716e-01 +2.0024e+00 -2.7154e+00 +5.3305e-01 +2.5000e-02 -7.2538e-04 -1.6485e+00 -3.0284e+00
2504 +1.788442753e-02 +1.788442753e-02 +7.949788443e+01 +7.949788443e+01 +2.7244e-01 -1.1615e+00 -7.6521e-01 +1.9599e+00 -2.7657e+00 +4.8669e-01 -1.1185e-01 +1.4608e-01 -1.5724e+00 -3.0664e+00
3001 +1.452002813e-02 +1.452002813e-02 +7.949452003e+01 +7.949452003e+01 +2.7953e-01 -1.1780e+00 -7.6677e-01 +1.9428e+00 -2.7358e+00 +4.9890e-01 -1.1197e-01 +1.4109e-01 -1.5729e+00 -3.0482e+00
3259 +6.402317274e-03 +6.402317274e-03 +7.948640232e+01 +7.948640232e+01 +2.3133e-01 -1.1011e+00 -7.2326e-01 +1.9473e+00 -2.6808e+00 +4.4712e-01 -9.8852e-02 +8.7948e-02 -1.6363e+00 -3.0198e+00
3556 +5.696468578e-03 +5.696468578e-03 +7.948569647e+01 +7.948569647e+01 +2.2680e-01 -1.1201e+00 -7.2052e-01 +1.9709e+00 -2.7068e+00 +4.3743e-01 -1.4144e-01 +1.0616e-01 -1.6384e+00 -3.0370e+00
3764 +3.456127013e-03 +3.456127013e-03 +7.948345613e+01 +7.948345613e+01 +2.2341e-01 -1.1490e+00 -7.4899e-01 +1.9260e+00 -2.6777e+00 +4.7854e-01 -1.1883e-01 +1.1150e-01 -1.6212e+00 -3.0493e+00
4060 +1.393262393e-03 +1.393262393e-03 +7.948139326e+01 +7.948139326e+01 +2.6092e-01 -1.1365e+00 -7.5057e-01 +1.9211e+00 -2.6813e+00 +4.3893e-01 -1.0713e-01 +1.1311e-01 -1.6335e+00 -3.0562e+00
4151 +8.265043725e-04 +8.265043725e-04 +7.948082650e+01 +7.948082650e+01 +2.3924e-01 -1.1612e+00 -7.4170e-01 +1.9298e+00 -2.6728e+00 +4.3144e-01 -1.2019e-01 +1.2949e-01 -1.6439e+00 -3.0456e+00
4517 +4.442904759e-04 +4.442904759e-04 +7.948044429e+01 +7.948044429e+01 +2.3780e-01 -1.1632e+00 -7.2530e-01 +1.9303e+00 -2.6824e+00 +4.4616e-01 -1.1217e-01 +1.2216e-01 -1.6322e+00 -3.0586e+00
