% function evaluation | noise-free fitness - Fopt (2.997000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.810321861e+03 +1.810321861e+03 +1.840291861e+03 +1.840291861e+03 -3.2105e+00 -1.6718e+00 -3.3673e+00 +2.6162e+00 -3.5345e+00
5 +1.243909388e+03 +1.243909388e+03 +1.273879388e+03 +1.273879388e+03 +4.0998e+00 +4.7681e+00 -2.6027e+00 -3.6446e+00 +3.5903e+00
8 +3.834938531e+02 +3.834938531e+02 +4.134638531e+02 +4.134638531e+02 +2.0983e+00 +9.4402e-01 -2.7896e+00 -8.7181e-01 +4.3360e+00
194 +2.493992554e+02 +2.493992554e+02 +2.793692554e+02 +2.793692554e+02 -1.7335e-01 -5.6914e-01 -3.1720e+00 -2.0190e+00 +1.6804e+00
277 +1.301698483e+02 +1.301698483e+02 +1.601398483e+02 +1.601398483e+02 +1.1212e+00 -3.0241e+00 -4.4291e+00 -2.2298e+00 +2.8794e+00
356 +7.652962515e+01 +7.652962515e+01 +1.064996252e+02 +1.064996252e+02 +9.9600e-01 -1.9486e+00 -3.8176e+00 -2.1160e+00 +2.5948e+00
377 +5.968980800e+01 +5.968980800e+01 +8.965980800e+01 +8.965980800e+01 +8.9932e-01 -1.1409e+00 -3.6970e+00 -1.8295e+00 +3.5748e+00
451 +3.610305505e+01 +3.610305505e+01 +6.607305505e+01 +6.607305505e+01 +5.1873e-01 -1.0536e+00 -3.5960e+00 -1.9490e+00 +3.5036e+00
502 +1.834455188e+01 +1.834455188e+01 +4.831455188e+01 +4.831455188e+01 +5.5856e-01 -8.8190e-01 -3.5080e+00 -1.8296e+00 +3.5821e+00
680 +1.460069653e+01 +1.460069653e+01 +4.457069653e+01 +4.457069653e+01 +8.8903e-01 -1.7435e+00 -3.7170e+00 -1.9655e+00 +3.0960e+00
726 +9.364021617e+00 +9.364021617e+00 +3.933402162e+01 +3.933402162e+01 +5.8971e-01 -9.6608e-01 -3.4822e+00 -1.8546e+00 +3.3646e+00
781 +6.221155014e+00 +6.221155014e+00 +3.619115501e+01 +3.619115501e+01 +8.9776e-01 -1.7498e+00 -3.6898e+00 -1.9577e+00 +3.1006e+00
903 +3.501910340e+00 +3.501910340e+00 +3.347191034e+01 +3.347191034e+01 +9.4824e-01 -1.8839e+00 -3.7113e+00 -1.9537e+00 +3.0711e+00
965 +2.245954498e+00 +2.245954498e+00 +3.221595450e+01 +3.221595450e+01 +8.5742e-01 -1.6591e+00 -3.6567e+00 -1.9338e+00 +3.1251e+00
1000 +1.445743840e+00 +1.445743840e+00 +3.141574384e+01 +3.141574384e+01 +7.8701e-01 -1.4759e+00 -3.6078e+00 -1.9151e+00 +3.2083e+00
1102 +8.034515378e-01 +8.034515378e-01 +3.077345154e+01 +3.077345154e+01 +8.2518e-01 -1.5683e+00 -3.6256e+00 -1.9284e+00 +3.1585e+00
1190 +3.347296617e-01 +3.347296617e-01 +3.030472966e+01 +3.030472966e+01 +8.8041e-01 -1.7174e+00 -3.6645e+00 -1.9432e+00 +3.1042e+00
1415 +2.403763568e-01 +2.403763568e-01 +3.021037636e+01 +3.021037636e+01 +8.6238e-01 -1.6739e+00 -3.6532e+00 -1.9394e+00 +3.1243e+00
1511 +1.549919146e-01 +1.549919146e-01 +3.012499191e+01 +3.012499191e+01 +8.8259e-01 -1.7275e+00 -3.6667e+00 -1.9435e+00 +3.1026e+00
1573 +6.616426475e-02 +6.616426475e-02 +3.003616426e+01 +3.003616426e+01 +8.6620e-01 -1.6826e+00 -3.6555e+00 -1.9394e+00 +3.1195e+00
1657 +4.323285656e-02 +4.323285656e-02 +3.001323286e+01 +3.001323286e+01 +8.7575e-01 -1.7073e+00 -3.6615e+00 -1.9420e+00 +3.1096e+00
1727 +3.657997698e-02 +3.657997698e-02 +3.000657998e+01 +3.000657998e+01 +8.6283e-01 -1.6737e+00 -3.6532e+00 -1.9388e+00 +3.1232e+00
1913 +1.586763693e-02 +1.586763693e-02 +2.998586764e+01 +2.998586764e+01 +8.7563e-01 -1.7074e+00 -3.6616e+00 -1.9419e+00 +3.1098e+00
1952 +1.129141272e-02 +1.129141272e-02 +2.998129141e+01 +2.998129141e+01 +8.7898e-01 -1.7162e+00 -3.6639e+00 -1.9427e+00 +3.1065e+00
2001 +9.499335229e-03 +9.499335229e-03 +2.997949934e+01 +2.997949934e+01 +8.7269e-01 -1.6997e+00 -3.6597e+00 -1.9412e+00 +3.1129e+00
2019 +4.384576009e-03 +4.384576009e-03 +2.997438458e+01 +2.997438458e+01 +8.7521e-01 -1.7062e+00 -3.6613e+00 -1.9418e+00 +3.1104e+00
2077 +3.935694920e-03 +3.935694920e-03 +2.997393569e+01 +2.997393569e+01 +8.7347e-01 -1.7016e+00 -3.6602e+00 -1.9414e+00 +3.1121e+00
2134 +1.724382044e-03 +1.724382044e-03 +2.997172438e+01 +2.997172438e+01 +8.7274e-01 -1.6997e+00 -3.6597e+00 -1.9412e+00 +3.1129e+00
2261 +1.300638150e-03 +1.300638150e-03 +2.997130064e+01 +2.997130064e+01 +8.7628e-01 -1.7089e+00 -3.6620e+00 -1.9421e+00 +3.1093e+00
2382 +6.324068709e-04 +6.324068709e-04 +2.997063241e+01 +2.997063241e+01 +8.7820e-01 -1.7140e+00 -3.6633e+00 -1.9425e+00 +3.1073e+00
2543 +3.809096890e-04 +3.809096890e-04 +2.997038091e+01 +2.997038091e+01 +8.7381e-01 -1.7025e+00 -3.6604e+00 -1.9415e+00 +3.1118e+00
2726 +2.231868949e-04 +2.231868949e-04 +2.997022319e+01 +2.997022319e+01 +8.7304e-01 -1.7004e+00 -3.6599e+00 -1.9413e+00 +3.1126e+00
2806 +1.422245142e-04 +1.422245142e-04 +2.997014222e+01 +2.997014222e+01 +8.7348e-01 -1.7016e+00 -3.6602e+00 -1.9414e+00 +3.1121e+00
2833 +7.340146290e-05 +7.340146290e-05 +2.997007340e+01 +2.997007340e+01 +8.7498e-01 -1.7055e+00 -3.6612e+00 -1.9417e+00 +3.1106e+00
2926 +5.286567679e-05 +5.286567679e-05 +2.997005287e+01 +2.997005287e+01 +8.7348e-01 -1.7016e+00 -3.6602e+00 -1.9414e+00 +3.1121e+00
3138 +3.208367411e-05 +3.208367411e-05 +2.997003208e+01 +2.997003208e+01 +8.7400e-01 -1.7029e+00 -3.6605e+00 -1.9415e+00 +3.1116e+00
3203 +2.108985008e-05 +2.108985008e-05 +2.997002109e+01 +2.997002109e+01 +8.7449e-01 -1.7042e+00 -3.6609e+00 -1.9416e+00 +3.1111e+00
3271 +1.168035832e-05 +1.168035832e-05 +2.997001168e+01 +2.997001168e+01 +8.7408e-01 -1.7032e+00 -3.6606e+00 -1.9415e+00 +3.1115e+00
3362 +9.792169692e-06 +9.792169692e-06 +2.997000979e+01 +2.997000979e+01 +8.7420e-01 -1.7035e+00 -3.6607e+00 -1.9416e+00 +3.1114e+00
