% function evaluation | noise-free fitness - Fopt (1.491500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.502144497e+05 +6.502144497e+05 +6.503635997e+05 +6.503635997e+05 -3.3591e+00 +4.2540e-01 -4.7900e+00 -4.9863e+00 +4.1420e+00 -1.0999e+00 -3.5694e+00 +4.3031e+00 -2.8683e-01 +7.1533e-01
3 +3.706721516e+05 +3.706721516e+05 +3.708213016e+05 +3.708213016e+05 +4.1419e+00 +1.2077e+00 -2.0871e+00 +1.1879e-03 +3.3601e+00 -1.8259e+00 +2.9646e+00 -3.9838e-01 -2.8821e+00 -3.5905e-01
4 +7.163465658e+04 +7.163465658e+04 +7.178380658e+04 +7.178380658e+04 +1.5939e-01 +8.9500e-01 +7.0059e-01 +1.7358e+00 -3.2505e+00 -3.7257e+00 -3.2977e+00 -3.5575e+00 +3.9044e+00 -3.0456e+00
8 +5.190350198e+04 +5.190350198e+04 +5.205265198e+04 +5.205265198e+04 -4.9916e+00 +7.2112e-01 +5.2960e-01 -2.8031e+00 -1.6376e+00 +4.4385e-01 -4.7098e+00 -8.0646e-01 -2.2197e+00 +4.3108e+00
49 +3.153950915e+04 +3.153950915e+04 +3.168865915e+04 +3.168865915e+04 -3.3282e+00 +1.2669e+00 +2.7314e+00 +9.7339e-01 -2.7294e+00 +1.0938e+00 -3.3150e-01 -9.9262e-01 -2.6972e+00 -3.2887e-01
64 +2.070509991e+04 +2.070509991e+04 +2.085424991e+04 +2.085424991e+04 -6.0840e-01 +3.2932e-01 +1.1228e+00 +2.8714e+00 -4.3565e+00 -1.4344e+00 -2.6763e+00 -1.4655e+00 +2.4719e+00 -1.9064e+00
84 +5.647413575e+03 +5.647413575e+03 +5.796563575e+03 +5.796563575e+03 +1.5939e-01 +1.1491e+00 +0.0000e+00 +9.6857e-01 -4.1604e+00 -3.3622e+00 -3.6467e+00 -2.1245e+00 -2.9062e-01 -1.1741e+00
144 +2.848070262e+03 +2.848070262e+03 +2.997220262e+03 +2.997220262e+03 -2.1698e+00 +5.6276e-01 -7.2424e-01 -4.1572e-01 -4.3236e+00 -1.4687e+00 -3.3677e+00 -1.5750e+00 -1.1164e+00 -1.2830e+00
285 +1.892548413e+03 +1.892548413e+03 +2.041698413e+03 +2.041698413e+03 -1.4044e+00 -2.4421e-02 -1.6744e+00 +0.0000e+00 -4.2670e+00 -1.3426e+00 -2.9674e+00 -1.3452e+00 +1.6179e-01 -1.1213e+00
703 +1.096301844e+03 +1.096301844e+03 +1.245451844e+03 +1.245451844e+03 -1.1255e+00 -2.5238e+00 -1.4723e-01 +0.0000e+00 -4.5599e+00 -1.8102e+00 -1.0766e+00 -7.8179e-01 -2.0508e-01 -1.5885e+00
